title,description,location,City,features,date,price
2Bhk Ready To Move Fully Furnished + Store Gated Society,"Spacial Saturday Sunday OFFERS  Book your dream home in Just paying 31000/-   2bhk READY TO MOVE WITH FULLY FURNISHED FLATS SEC-115, NEAR BY CHANDIGARH TO KHARAR ROAD JUST IN 28.90LAC  *CHIMNEY *MODULAR KITCHEN *Cupboard in all rooms with best material *R.O *AC FETING *LED TV *WALL PAPER *BED BOX *SOFA *LED LIGHTS *Free Car Parking *Branded Bath Fittings  2.67lacs subsidy under PARDHAN MANTRI AWASS YOJNA  10% Down Payment AND 90% Loan Facility  *Near by V.R punjab Mall, school, College,  hospital, Gym, busstand etc.Read Less",Punjab,Kharar,2 Bds - 2 Ba - 950 ft2,2022-01-09T17:16:11+0000,2890000
घर बनाना हुआ आसान 2BHK STARTING IN 19.80LACS WITH LOAN FACILITIES,Loan Available 90% To 100%  for all leading Banks  2BHK Fully Furnished Flat Just 19.80Lacs On Kharar Chandigarh Highway Of  Mohali  * RENT= EMI * 2.6Lacs Subsidy Benefit  * Ready to move * Furnished  * Gated Society * CCTV Camera Protection  Facilities available:-  ∆. Modular Kitchen + Ro + Chimney. ∆. Led Lights + Led Panels. ∆. Wall Ceiling ∆. Near Possession apartments. ∆. 1000+ Families living here. ∆. Boundary wall. ∆. Safe zone for kids. ∆. Shopping Complex. ∆. Eco Friendly Environment. ∆. Security Guard Services is also Available. ∆. Work out for elders. ∆. High-speed internet access. ∆. Covered parking ∆. Many More Benefits  Contact Direct Builder,Punjab,Kharar,2 Bds - 2 Ba - 985 ft2,2022-01-09T17:16:11+0000,1980000
4BHK || 400 Sq. Yard Apartment for Sale in Fragnance,4BHK || 400 Sq. Yard Apartment available for Sale in Fragnance  Possession by end of this Year  Basic Price: - 1.16 Crore  No Brokerage & Zero Percentage Brokerage Charges applicable.  Call for Site Visit,Gujarat,Ahmedabad,4 Bds - 4 Ba - 3600 ft2,2022-01-09T17:16:11+0000,11600000
Live life like king in flat,We are developing a tower on heritage property model where each and every things will be designed in heritage theme,Uttar Pradesh,Greater Noida,1 Bds - 1 Ba - 650 ft2,2022-01-09T17:15:45+0000,1700000
Meera flash,C-48 Meera flash near pramukh Swami society behind RTO warshiya,Gujarat,Vadodara,1 Bds - 1 Ba - 1000 ft2,2022-01-09T17:15:14+0000,1500000
House for Sale,I want to Sale,Haryana,Faridabad,2 Bds - 2 Ba - 1450 ft2,2022-01-09T17:14:36+0000,3800000
FLAT FOR SALE,1 BHK with 710,Maharashtra,Thane,1 Bds - 1 Ba - 710 ft2,2022-01-09T17:13:18+0000,2650000
Live life like king size flat,We are developing heritage model tower where you will fell living in heritage property It's balcony elevation design are looking like palace,Uttar Pradesh,Greater Noida,2 Bds - 2 Ba - 950 ft2,2022-01-09T17:13:11+0000,2600000
3BHK 1.5 STORY KOTHI AVAILABLE FOR SALE,Available in Khanna colony Good location Neat and clean kothi 7-8 Years old Reasonable price Contact us for more information-            ~SIDHWAN PROPERTY ADVISOR~                                     the Reliable Agents-,Punjab,Ludhiana,3 Bds - 2 Ba - 1125 ft2,2022-01-09T17:12:53+0000,4500000
70 Gaj 3-Bhk Semi-Duplex At Govindpura,* 70 Gaj Semi-Duplex At Govindpura * 80% loanable * 2.67 lac gov.subsidy also available * 500 m from kalwar road * 3 bedroom * Modular Kitchen * Wardrobes * Vaastu friendly * Royal Play Paint * Car Parking * All electric fittings done  For more information contact us,Rajasthan,Jaipur,3 Bds - 2 Ba - 1050 ft2,2022-01-09T17:12:51+0000,2821000
Haveli bangloes,Arajant cell karavanu chhe. Pllzzz,Gujarat,Sidhpur,4+ Bds - 4 Ba - 400 ft2,2022-01-09T17:12:17+0000,9500000
"Vellayani 4 cent, 1750 sqft, 3 room attached, Red bricks, teak wood",2.5 km from Vellayani jn NH  1 km from Vellayani temple  250 mtr from main road bus stop  Residancy area  4 cent  1750 sqft  3 room attached bath  Red bricks  Teak wood  2 Hall  Dining room  Open kitchen  Used all branded material  Open kitchen  Pipe connection  2 big car parking space  Tar road side  Lorry site,Kerala,Thiruvananthapuram,3 Bds - 3 Ba - 1750 ft2,2022-01-09T17:11:38+0000,6200000
1BHK Flat for sale at Nalasopara (W),"Its 1BHK semi furnished flat with balconey, it has semi modular kitchen and all the basic amanities. You will get everything in flat which includes AC, fridge, washing machin, gyser, invertor, adjust fan, chairs, cupboards, bed, matress, fish acqurum and even kitchen utensiles etc. CIDCO approved bldg. Water suply = Munciality Society : Registered Document : uptodate Mantainance:1250 Area= 515 sqft. Building : G+7 story (new bldg 2 yrs old only) Location : Hanuman Nagar, Nalasopara (W). Price:Negiotable",Maharashtra,Mumbai,1 Bds - 2 Ba - 000 ft2,2021-12-23T17:10:18+0000,2900000
"263 sq yard, 5BHK Bungalow available for sale at Pratap nagar, Jaipur.","Housing Board approved, 5 BHK ultra luxurious bungalow with best interior and design is available for sale at PRATAP NAGAR, JAIPUR. The location is very good and it is situated near all commercial hub of Pratap nagar. It has 263 square yard plot area and consists of 5 bedrooms with attached washrooms and an additional study room. The bungalow is located at SECTOR 23 behind JAIPUR CHOUPATI. The bungalow consists of 2 floors and dimensionally covers 35 by 68 as front and depth. Additionally it has a wide 60 feet road in front of it. The bungalow is very spacious inside out and it allows 3 covered car parking space. Interior of the bungalow is very good, all the wooden work, fall ceiling, wardrobes, paint, etc. are so beautiful, that you will love to see. The bungalow is located at such a posh locality and is very good constructed for your family & it is just 5 year old constructed and situated in mid of a fully surrounded well developed colony, which you will rarely find.  Ready to shift luxury independent house, bungalows, and duplex villa is available for sale and purchase at all posh, premium locations of Jaipur.  We have option for newly constructed beautiful ultra-luxury bungalows, independent houses, and duplex villas in gated colonies of Malviya Nagar, jln marg Jaipur. We have ready to shift independent duplex villas, house, bungalows, available under 50 lac budget in Jagatpura, Jaipur. The independent duplex villa, house, bungalows, is available for sale, purchase with garden, park facing in gated colony of Jaipur. Newly constructed fully furnished bungalows, independent house, duplex villa available for sale by top real estate agent, property dealer, and property broker in Jaipur. We have JDA approved newly constructed Bungalows, duplex villas, independent house available at very reasonable price in all areas of jaipur. Build you dream home, Bungalow, villa, independent house at posh & very prime locations of Jaipur in JDA approved colony. Crossworld Properties provide bank loanable, JDA patta, newly constructed duplex villa, house, bungalows for purchase and sale in gated township of Jaipur. We are top exclusive real estate broker, agent for luxury bungalow, duplex villa and independent house, home in Jaipur. For duplex villas, luxurious bungalows and independent house, we are most reliable trusted property agent, real estate broker at Malviya Nagar jln marg, Jagatpura. We are top and most trusted property broker or real estate agent or property dealer for newly construed 3BHK, 4BHK, 5BHK Villas, bungalows, independent house, home at Malviya Nagar, Jagatpura, and JLN Marg. Our real estate firm, brokerage firm is providing furnished, semi furnished, unfurnished luxurious bungalows, independent house, home, duplex villa in gated colony or township in Jaipur.  You can Compare, search residential houses, home, bungalows, double story villas on crossworld properties dealer, real estate broker website worldwide.    Crossworld properties is top online brokerage firm or real estate broker and sale all residential houses, villas in Jaipur.  Crossworld Properties is ISO certified and RERA Registered company If you are finding real estate agent then we are one of the top and best real estate company, realtor, consultant, agent, online property broker, dealer, brokerage firm in Jaipur for land, plots, bungalow, independent house, villa, flats, multistory apartments, commercial office, shop, building, commercial land etc.  We have several years of experience in real estate industry that made us capable to provide good deal for our customers who give them good return on their investment and the buyers get them at a low price then market price so that they always feel satisfied.  We provide investment solutions to foreign, national investors & developers interested in real estate sector primarily townships & group housing, it & commercial, hospitality & leisure, retail and industrial infrastructure apart from complete project management & agency services.",Rajasthan,Jaipur,4+ Bds - 4+ Ba - 4734 ft2,2021-12-21T10:30:12+0000,23500000
4BHK KAKKANAD NEAR THEAVAKKAL KALAMASSERY NEW HOUSE,4BHK KAKKANAD NEAR THEAVAKKAL NEW HOUSE. GOOD OPEN WELL WATER. GOOD RESIDENTIAL COLONY. LOAN FACILITIES ARE AVAILABLE. FOR MORE DETAILS PLEASE CONTACT. Arun 9847 // 0030 // 46 Prasanth 9495 // 2077 // 89 72LAKH NEGOTIABLE,Kerala,Kochi,4 Bds - 4 Ba - 1850 ft2,2021-12-31T23:31:13+0000,7200000
Self made house,Two and half flour built-up house ready to move.,Uttar Pradesh,Lucknow,4+ Bds - 4+ Ba - 3100 ft2,2022-01-09T17:11:37+0000,8500000
Kothi 6Bhk | 100 Gj | ₹70  Lakh  | GBP Crest Societ Kharar,"Already Good Rental Income around 45k getting.  6 Bhk with 9 Bathroom,   3 Kitchen, 2 Balcony  All Bank Loan Available  Registry Case, Easily Loan Available   *Gated Society * Full Time Security Guards Available *  *Children Park Available * Swimming pool Available * Club House Available* Temple Available * Both Market Available * Near to Civil Hospital , Near to School.   30 Feet wide  Interlock Tiles  Road ,  17 km Near to Chandigarh  Distance from Kharar Flyover 1800 Meter.",Punjab,Kharar,4+ Bds - 4+ Ba - 20 ft2,2021-12-21T10:40:34+0000,7000000
Nicely Built 3Bhk Flat 2 Side open With Lift,"3 Bhk very spacious flat at prime location in Peer Muchalla.  Nearby Sector-20 Panchkula  In close proximity of D-MART, Gurukul School and Alchemist Hospital  2 Side open  Lift Facility  Loan Facility Available  Gated society  Covered Parking with store  Branded Sanitary  Premium Wooden Work  Branded Wiring and Lights  24/7 water supply  Shopping Complex and parks",Haryana,Panchkula,3 Bds - 3 Ba - 1320 ft2,2021-11-20T14:34:26+0000,3700000
FLAT FOR SALE,"Flat for sale in new barrackpore (prime location).station,bazar,bank,school,police station,municipality,post office,fire bregade,mini bus stand with in 200 meters. Jessor road and sodepur road 450 meters and airport  4 km.per sq ft 2100 rupees.If any one interested then message me and send your phone number.No brokerage required.",West Bengal,Kolkata,2 Bds - 2 Ba - 823 ft2,2021-12-03T03:39:10+0000,1726200
3bhk house in gated approved colony near isbt 70 lacs,Mdda approved colony near isbt Road front 30 ft Main approach road 40 ft Gated society Park  Swimming pool Gym Party hall Temple Loan facility Security,Uttaranchal,Dehradun,3 Bds - 4 Ba - 1900 ft2,2022-01-09T17:16:14+0000,7000000
2BHK FLAT NEAR AIRPORT ROAD,"2BHK FLAT  110GAJ 90% LOAN AVAILABLE 10% DOWN PAYMENT READY TO MOVE FULLY FURNISHED FLAT NEAR- SCHOOL, HOTEL MARKET, MALLS, HOSPITAL ETC.",Punjab,Kharar,2 Bds - 2 Ba - 1100 ft2,2022-01-05T17:16:13+0000,2690000
1BHK FLAT NEAR AIRPORT ROAD SECTOR 127 MOHALI,"1BHK FLAT NEAR AIRPORT ROAD READY TO MOVE GAITED SOCIETY 90% LOAN AVAILABLE 10% DOWN PAYMENT FAMILY ALREADY SHIFTED NEAR MARKET, SCHOOL, HOSPITAL AND MALLS",Punjab,Kharar,1 Bds - 1 Ba - 840 ft2,2022-01-05T17:16:13+0000,1780000
"2BHK FLAT ON HIGHWAY, WITH STORE, FURNISHED FLAT JUST 28LKH",1BHK STARTING  15.90LKH 2BHK STARTING  22.90LKH 3BHK STARTING  27.90LKH     24.90LKH  2BHK ON GOOD LOCATION SECTOR 127 MOHALI ON ROAD  Easily you can get rent 12k-14k of 2BHK *(100gaz) 10% only Down payment 90% LOAN   After PMAY get benefit 2.67 lac in principle,Punjab,Mohali,2 Bds - 2 Ba - 1080 ft2,2022-01-09T17:16:14+0000,2790000
2BHK FLAT NEAR AIRPORT ROAD JUST 22.90LKH,1BHK STARTING  15.90LKH 2BHK STARTING  22.90LKH 3BHK STARTING  27.90LKH     24.90LKH  2BHK ON GOOD LOCATION SECTOR 127 MOHALI ON ROAD  Easily you can get rent 12k-14k of 2BHK *(100gaz) 10% only Down payment 90% LOAN   After PMAY,Punjab,Kharar,2 Bds - 2 Ba - 880 ft2,2022-01-09T17:16:14+0000,2280000
2bhk flat on kharar landran Road,1BHK STARTING  15.90LKH 2BHK STARTING  22.90LKH 3BHK STARTING  27.90LKH     24.90LKH  2BHK ON GOOD LOCATION SECTOR 127 MOHALI ON ROAD  Easily you can get rent 12k-14k of 2BHK *(100gaz) 10% only Down payment 90% LOAN   After PMAY,Punjab,Kharar,2 Bds - 2 Ba - 1040 ft2,2022-01-05T17:16:13+0000,2590000
SHOP+ROOM AT VERY REASONABLE PRICE..!,AS BUILDERS INTRODUCING NEWLY CONSTRUCTED SHOP FOR SALE..! BANK FINANCE FACILITY AVAILABLE..!  CONTACT- 7_8_3_7_4 _8_0_0_0_4  1 KM FROM WADALA CHOWNK NAKODAR ROAD..!  PRICE 18  LAC  SHOP HIGHLIGHTS-  DIMENSIONS-10.5×25 1 BEDROOM 1 WASHROOM 1 KITCHEN  CALL FOR MORE INFORMATION- 7_8_3_7_4_ 8_0_0_0_4,Punjab,Jalandhar,1 Bds - 1 Ba - 524 ft2,2022-01-05T17:16:12+0000,1800000
2850 FLAT FOR SALE AT BELHEAVEN KOWDIAR,"2850 sqft 3 BHK attached 5 years old beautiful flat for sale at Bhel Heaven Gardens ,Kowdiar. A most expensive prime residential area in the Capital City. One car porch, expecting price 1.95  cr. slightly negotiable.Schools and hospitals are nearby .",Kerala,Thiruvananthapuram,3 Bds - 4 Ba - 2850 ft2,2022-01-09T17:16:13+0000,19500000
95 SQYARDS HOUSE VILLA AT VIDHANSABHA NAGAR DHABAS ROAD,NEAR VAISHALI NAGAR 3 BHK HOUSE AT VIDHANSABHA NAGAR DHABAS ROAD JDA APPROVED LOANABLE WITH THE FACILITIES AVAILABLE NEAR BY.  CONTACT US FOR FURTHER QUERY:-,Rajasthan,Jaipur,3 Bds - 3 Ba - 1750 ft2,2022-01-08T17:16:08+0000,5800000
IN Miyapur  biggest pree launched gated flats in very lowest price,"Dear property seeker, Greetings from urban rise ameenpur, Miyapur We are glad to announce the launch of our New project CODENAME : CENTRAL PARK-an elevated life style ,LIVE LARGE. A premium life style 2&3bhk apartments located in ameenpur,near Miyapur metro station.  Project highlights of code name CENTRAL PARK. 1)10.1 ACERS 2) 7 TOWERS 3) 2&3BHK 4) 12FLOORS 5)1254-1602 square feet unit sizes 6)Rs.58.92 lakhs onwards 7) choices large sundeck apartments 8) grand clubhouse 50,000 square feet with sporting amenities 9) more than 72% open space 10) exquisitely landscaped central court yard  11)10 minutes to Miyapur metro station 12)20 minutes to hitechCity 13)25 minutes to finacial district, Gachibowli APARTMENTS SIZES: 2BHK-1254,1417sq ft 3BHK-1376,1602 sq ft PRISE RANGE: 2BHK-RS.58.92 lakhs onwards 3BHK-RS.64.65 onwards",Telangana,Hyderabad,2 Bds - 2 Ba - 1254 ft2,2022-01-09T17:16:12+0000,5892000
Aluva ksrtc bus route  kunnuvazhi 8cent 2250Sqft,Kunnuvazhi Bus stop 100 Perumbavoor 5km 8cent 2250sqft 4bedroom with attached bathroom Good well water Price 85lakh Price negotiable Loan facilities available For more details call me,Kerala,Aluva,4 Bds - 4 Ba - 2250 ft2,2022-01-05T17:16:10+0000,8500000
Book 2Bhk & 3Bhk @ Manjri KHARADI Road (10 mins Drive to EON IT PARK),"Call for visit **One FIFTY plus Luxurious Township**  Lower Stamp duty & Property tax on Township homes Well connected to Kharadi IT park Biggest Carpet area Lower maintenance Better rental and capital appreciation on township homes Multiple professional sports coaching academies Bus stop, police station, hospital,  fire station within township",Maharashtra,Pune,2 Bds - 2 Ba - 1100 ft2,2022-01-05T17:16:11+0000,6800000
Well maintained 2bhk Flat with negotiable price in Uttam Nagar West,"2BHK flat at 18.5 Lacs on 20 Ft Road at Uttam Nagar, Delhi with Bike Parking 2 BHK Flat  2 Bedrooms 1 Bathrooms 1 Balcony 1 Drawing Hall 1 Modular kitchen 1 Bike parking Loan facility Intercom and automatic locking system Bank loan upto 90% PMAY Subsidy upto 3.5 lacs conditional Just 5 minutes from uttam nagar West metro station or just 800 to 900m  Other Flats are also available in Uttam Nagar 1RK – 6 Lacs to 8 Lacs 1BHK- 12 Lacs to 18 Lacs 2BHK- 17 Lacs to 25 Lacs 3BHK- 28 Lacs to 40 Lacs 4BHK- 44 Lacs to 60 Lacs",Delhi,Delhi,2 Bds - 1 Ba - 550 ft2,2022-01-09T17:16:12+0000,1850000
2 Room Set Very Prime Location Sector-127 Mohali,2BHK Furnished Flat In 19.70Lacs At Near Kharar Bus Stand Mohali  ∆ Cash Back Offers Available For Today Only...  Kharar to Chandigarh Highway Near Nijjar Road Near Airport Road  # 2.67Lacs Cash subsidy benefit  # 90% Loan Facility # 10% Down Payment       SPECIAL FEATURES  * Fall ceiling with LED lighting  * LED panel with lighting * Green Park * Gated Society * R.O + Chimney * High-speed Internet Access * WALLPAPER  * Safe Zone For Kids * Covered Parking  Contact For More Information,Punjab,Kharar,2 Bds - 2 Ba - 989 ft2,2022-01-05T17:16:09+0000,1970000
Affordable 2BHK In 19.80Lacs With Easy Finance At Mohali,2BHK On Road Property In 19.80LAcs With Up To 90% Loan At Kharar  # Rent=EMI # 2.67Lacs Subsidy Benefits  Facilities Available Are  # Double Bed # Modular Kitchen + Ro + Chimney # Gated Society # Under CCTV Cameras  Loan Facility Is Also Available Up to 90%  Contact Direct Builder,Punjab,Mohali,2 Bds - 2 Ba - 957 ft2,2022-01-09T17:16:12+0000,1980000
1 Bhk Sale Available,"With Balcony And Road View , Lodha Casa Rio , Phase 1",Maharashtra,Thane,1 Bds - 1 Ba - 594 ft2,2021-12-11T10:07:05+0000,3500000
"1337 Sft,New 2-Bhk Flat for sale in Navavoor Pirivu,vadavalli.","New Apartment for sale in,Navavoor Pirivu, Vadavalli-2 BHK-East facing.  Built up area-1337 sqft.  Rate-59.70 Lakhs.(Rate includes Interior Works,Car parking,Registration Charges,GST Tax,EB and Water Assessment,Property Tax Assessment)*Rate Negotiable...  modern kitchen & Interior work in all bed room.  Tv unit in Hall.  Bathroom fittings.Electric Chimney.  light fittings.  false celling in hall,  Individual ups.  Centralised RO plant,  Genset Backup,  LIFT,  Children Play Area,  community hall,  Individual car parking,  Intercom, 24Hours security.   for more information pls contact  Saravana Kumar-84899and12545  (Rate Negotiable)  Note:  Direct sale from Building owners",Tamil Nadu,Coimbatore,2 Bds - 2 Ba - 1337 ft2,2021-12-20T16:17:14+0000,5970000
HOUSE FOR SALE UNDER MCD,"VIP ENCLAVE KHARAR LAUNCH HOUSE GROUNDE FLOOR 55 GAJ , 2 ROOM SET, 1BATHROOM, MODLER KITCHEN , HIGHWAY TO 500METER ONLY LOAN FACILITY AVAILABLE CONTACT FAST, GROUND FLOOR AND 1ST FLOOR MAP ALREADY PASSED FROM MCD",Punjab,Kharar,2 Bds - 1 Ba - 495 ft2,2021-12-25T11:28:11+0000,1600000
Big Size 2BHK Fully Furnished In 23.90Lacs At Kharar Mohali,2BHK Flat For Sale 23.90 Lacs At Near 200ft. Road in Gated Society Mohali  * Ready To Move * Fully Furnished * Gated Society * CCTV Camera Protection  * NO COMPROMISE TO CONSTRUCTION QUALITY *  * Best Quality Used All Construction Material  # Loan 90% Facility # Down Payment 10% # Booking Amount 21000 # 2.67Lacs Cash Subsidy Benefit Pmay  Contact Direct Builder,Punjab,Mohali,2 Bds - 2 Ba - 987 ft2,2022-01-05T17:16:10+0000,2390000
"3BHK FLAT, READY TO MOVE FLAT, SEMI FURNISHED NEAR SECTOR 4 GURGAON,",TANISHQ BUILDERS DEVELOPERS READY TO MOVE FLAT  3BHK FLAT - 52 Lakh   JAGUAR FITTING ALMIRAH WIRING KEI MODULAR KITCHEN WITH CHIMNEY SEMI FURNISHED  LOAN AVAILABLE 80% REGISTRY APPROVED AREA COVERED CAR PARKING ROOF RIGHT SECURITY GUARD BOTH WATER SUPPLY,Haryana,Gurgaon,3 Bds - 3 Ba - 1200 ft2,2022-01-09T17:16:11+0000,5200000
